gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction
SCNN1A,3221.895228769741,1.0851157493561492,0.22219296050037998,4.883663941973956,1.041324926466401e-6,3.5167979910215285e-5,Up
LOC114115245,78.85696684606803,-2.1102569350170683,0.432724819015669,-4.876671829957264,1.0789070704635735e-6,3.628282188446674e-5,Down
EHBP1L1,486.69345773094716,1.1290929241111294,0.23158051466154234,4.875595538602685,1.0848067713470413e-6,3.640409700125071e-5,Up
TMCC2,49.325172740980456,1.9945354247085094,0.4091963886162369,4.87427426095658,1.0920918257316198e-6,3.657125221484811e-5,Up
IER5L,118.79531267403877,1.983824174184977,0.4071876444271877,4.872014662860724,1.104659682886504e-6,3.691423820306838e-5,Up
LOC114114615,546.8672446405499,1.2542081071496172,0.25758244149508397,4.869152182384116,1.120780703895084e-6,3.7295916379301185e-5,Up
TMEM86B,37.65293749312693,2.8851789360370184,0.592505509764761,4.869455032042662,1.1190644538412421e-6,3.7295916379301185e-5,Up
HOXA4,135.41329749216908,1.307674765931607,0.26875816450449325,4.86561875559224,1.1409927449861836e-6,3.788907498151819e-5,Up
PPP1R1A,440.458408187538,2.396502278301245,0.49337883291658907,4.85732690260427,1.1898107146820563e-6,3.923340887929449e-5,Up
CRYAB,1040.700633731899,1.5871268760022752,0.3267664068776432,4.857068666169747,1.191362885391542e-6,3.923340887929449e-5,Up
LENG9,145.29217665247083,1.2954221814383577,0.2667511599579435,4.8562944642587365,1.1960280321067413e-6,3.930549265761968e-5,Up
ENTPD7,138.00920349654356,-1.5142028958929143,0.3120868340321738,-4.851864067219226,1.2230644320420939e-6,4.011095398719867e-5,Down
TMEM125,422.6840831010999,1.397826706125984,0.28841580046218934,4.846567711914368,1.2561572756754563e-6,4.1111308117106224e-5,Up
ZDHHC8,446.5449230079531,1.3209424100185618,0.2726249637586285,4.84527312468741,1.2643762081040262e-6,4.129515133999014e-5,Up
CLDN4,562.5126818912827,1.118427489901406,0.23091971296521083,4.843360818094826,1.2766115583445406e-6,4.160914838932832e-5,Up
CLEC11A,128.32360383189987,2.2525298219447243,0.4652934719832059,4.841094830632024,1.2912572980212287e-6,4.191437033024737e-5,Up
LRRC8D,4385.8550886716475,-1.0123771788645899,0.20922729354283268,-4.838647777362458,1.3072547944082494e-6,4.234705173804519e-5,Down
MRPS6,401.40362842656157,1.0894589586772894,0.22525013713903358,4.836662798588357,1.3203713702470183e-6,4.2684836578270715e-5,Up
WASHC4,2221.432447920569,-1.0699986238778787,0.22125976387262702,-4.83593855995366,1.3251885239207964e-6,4.2735649599389996e-5,Down
LOC101104482,23.759154255459848,-5.894626387451821,1.2190017317933606,-4.835617730238837,1.3273278682353221e-6,4.2735649599389996e-5,Down
FAM110A,78.29998258391429,2.0592602366471278,0.42601480008207293,4.833776282538554,1.339671334191036e-6,4.295879411639256e-5,Up
STS,61.780075479839624,-2.6992722752354323,0.5584690406535677,-4.833342725814336,1.3425935378245049e-6,4.2965700052194286e-5,Down
SELENOW,1602.5403345210007,1.2715056519386372,0.2632446879897614,4.830128431644139,1.364450123156282e-6,4.357729739408383e-5,Up
LOC105615175,43.27413088454685,1.8954641123162153,0.39263874895041123,4.827501405256375,1.3825671357642575e-6,4.4067245273064374e-5,Up
MFSD3,144.92728813916554,1.7494447145032606,0.36277524314475723,4.822392783305735,1.4184627776619146e-6,4.51207608613779e-5,Up
C8G,98.43524932998046,3.3344783450253472,0.6915886308984522,4.821476519493215,1.424994966874147e-6,4.51903989397756e-5,Up
ALKBH7,497.259710187012,1.7149354203174454,0.3557076475661067,4.821193561768256,1.4270180562119436e-6,4.51903989397756e-5,Up
HS2ST1,123.46249482287067,-1.7995996700570966,0.3733674675613601,-4.8199155695356515,1.4361898954429605e-6,4.523143295707562e-5,Down
MARCH6,6088.263548811748,-1.0516411905638785,0.21817523355173576,-4.82016759392859,1.4343767023322325e-6,4.523143295707562e-5,Down
WDR13,1409.5175945359629,1.0302508704229039,0.2138568338178015,4.817479301599692,1.4538316682822617e-6,4.560606733328921e-5,Up
WRAP53,253.9548752483682,1.0109431399773958,0.209962351370521,4.8148781597200845,1.4728972978093334e-6,4.6113015400646054e-5,Up
PPM1F,937.1245882458661,1.161655961481641,0.24135132157201994,4.813132797099682,1.4858248386732823e-6,4.6426176504450804e-5,Up
GPT,231.80191451239847,1.3858934047566436,0.2880029409909984,4.812080737744828,1.4936698498597058e-6,4.657961007234403e-5,Up
MRNIP,251.3236328473073,1.63046384262203,0.3392544272476201,4.806020825874035,1.539638682144466e-6,4.782521487608437e-5,Up
SLC16A14,4394.800701652939,-1.5651619567747557,0.3259279460409638,-4.802171694040745,1.569540223307184e-6,4.8658812430771353e-5,Down
EXOC3L4,953.2923345401827,1.3667985644423037,0.2847408278881038,4.800149576650885,1.5854716935602482e-6,4.905690485746943e-5,Up
RHOD,509.5073045557573,1.563198659445739,0.3258751683792035,4.796924746431518,1.6112009726546432e-6,4.975601758550029e-5,Up
TMEM80,204.2981623427348,1.65171687022308,0.34437765279426646,4.796237086875747,1.6167391419756684e-6,4.9830097865203465e-5,Up
TMEM175,549.3771532448238,1.1829253706929432,0.24686100231410454,4.791868134715728,1.652354953075277e-6,5.082912823675169e-5,Up
CD14,266.8400745410089,-1.3273594498281656,0.27747403115842156,-4.783724964410527,1.7207610155571374e-6,5.2831024371254244e-05,Down
TF,14317.749699790385,-2.167066860439432,0.4534891668767963,-4.778651881287782,1.764744315832035e-6,5.3825803122745974e-5,Down
SNX24,458.8483462359731,-1.3705500495226435,0.28680417258483876,-4.778696338935672,1.7643542197453266e-6,5.3825803122745974e-5,Down
TMEM132A,317.40139325287305,1.7632257876117532,0.369026963945673,4.778040522457133,1.7701171316117558e-6,5.3825803122745974e-5,Up
CDIP1,475.94899483038324,1.094262206795142,0.22900771045846777,4.7782766990878,1.768039675582421e-6,5.3825803122745974e-5,Up
TNFRSF6B,28.957872560909973,2.2777990982063425,0.4768277728642798,4.776984957322685,1.7794307951966015e-6,5.400555451655001e-5,Up
MIEF2,134.4484411844344,1.8859997887975586,0.39502722306364146,4.774353965204346,1.8028504846845173e-6,5.440426947413944e-5,Up
SCPEP1,4117.024275399139,-1.533789062089579,0.3212375696064062,-4.774625408755402,1.8004206036227228e-6,5.440426947413944e-5,Down
ZNF865,381.48549788142424,1.583075913948345,0.33153567945125006,4.7749790205645875,1.7972598968255758e-6,5.440426947413944e-5,Up
DPYD,18351.80230539987,-1.3145366070482156,0.27539144574023794,-4.773338560007953,1.8119680591684927e-6,5.457565275746012e-5,Down
HPGD,10066.372481486456,-1.2262654135387843,0.2572207911735922,-4.767365063857559,1.8665092233571486e-6,5.611193352717428e-5,Down
CRTC1,259.41229080162316,1.1749555430749454,0.24652183644856251,4.766131714746102,1.8779651682811763e-6,5.634960513445579e-5,Up
SLC9A9,208.6840453799676,-1.8093915459113492,0.3797180955866512,-4.765091700767914,1.8876777959739026e-6,5.6534169161308975e-5,Down
SOAT1,976.9329159515552,-1.155379296569255,0.24252251142338774,-4.764008461681449,1.8978454065567613e-6,5.6731638678484885e-5,Down
CDK2AP2,593.7009052343996,1.2474159479137494,0.2619589795814413,4.761875122230487,1.918023643208543e-6,5.711967971603978e-5,Up
UHRF1BP1L,1470.4393488240491,-1.0462623697473996,0.21989859176212212,-4.75793119620887,1.9558713684165603e-6,5.802905837546927e-5,Down
NDUFA11,1085.3608290268846,1.8836510968866291,0.3958757957810059,4.758187080294861,1.9533941776649634e-6,5.802905837546927e-5,Up
CAPS,55.311849371903264,1.693172723700562,0.3560126875373534,4.755933659029812,1.975313350483096e-6,5.849654629145183e-5,Up
NT5M,224.2098500724441,1.5354097555965238,0.3229170012830848,4.754812380567441,1.9863079431634588e-6,5.8603468367720416e-5,Up
IL11,22.277895992966897,2.9262780535683497,0.6154316904740084,4.754838106101616,1.986055036195656e-6,5.8603468367720416e-5,Up
POLR2L,1209.7276121509879,1.3990762356780009,0.2944043539589689,4.7522267142590895,2.0118859893245454e-6,5.91382709417565e-5,Up
MZT2B,852.8952007225668,2.157885766145804,0.4542072725791848,4.750883344276717,2.025299528710609e-6,5.942251278969223e-5,Up
WFDC2,2912.6445392517435,1.84371001038783,0.38857275510033235,4.744825740321836,2.0868590848759503e-6,6.11157089561549e-5,Up
BOP1,386.6913789506724,1.185218898533593,0.2499533638737441,4.74176014343327,2.1186937550008954e-6,6.170646967546644e-5,Up
NKD2,43.053124758041996,3.046871134619805,0.6424901312110887,4.742284724088256,2.1132133720362837e-6,6.170646967546644e-5,Up
LOC114116178,38.22136757696269,2.2385594559381996,0.47229895054085264,4.739708723414938,2.140256643929669e-6,6.21127557074141e-5,Up
COL4A2,3657.4278956542175,1.1642503937368742,0.24563858644814682,4.739688542307428,2.140469814903012e-6,6.21127557074141e-5,Up
ATP5MC3,4221.32592634798,1.2740301549960567,0.26888592451774496,4.738180911779106,2.1564525533965086e-6,6.246235653296128e-5,Up
ABCB9,77.87742977905503,1.2934002201122692,0.27335852032342556,4.7315160273108585,2.228492188330201e-6,6.43142845552096e-5,Up
MX2,171.5149465075079,-3.1776550788138476,0.672368524384307,-4.726061621822126,2.2891620729345993e-6,6.594531684880379e-5,Down
GHDC,206.56209957540574,1.1990670855618997,0.25376530923542034,4.7251024546050715,2.299993668406652e-6,6.61373179322804e-5,Up
RRAS,468.61495293274504,1.329315701775323,0.2816850237198104,4.7191564685298335,2.3682461393022347e-6,6.785409922228225e-5,Up
NRIP1,1336.6467114087895,-1.1431945694118426,0.24240634926359608,-4.716025685320299,2.4049608790227356e-6,6.865817272073361e-5,Down
NUDT14,80.68891364938348,2.042238265913111,0.43312435998094423,4.715131390908056,2.4155482217002115e-6,6.88366192514317e-5,Up
BAIAP3,376.3604937995808,1.6216565069807716,0.3440017645592231,4.714093571754305,2.4278908165668215e-6,6.906435650782286e-5,Up
ADRB1,126.92114540640695,1.90425798748642,0.40427032943270946,4.710358017514077,2.4728201893587156e-6,7.021659188853469e-5,Up
TMED3,526.5214758989722,1.2682739220835322,0.2696491062760397,4.703423421641904,2.558350792894953e-6,7.225747710964697e-5,Up
LOC101102078,190.47793571883068,-1.8101848510260947,0.38501925320474767,-4.7015437175123935,2.5820196665983127e-6,7.247042795496705e-5,Down
HFE,710.7202881303851,-1.0553984746091127,0.22446641496255418,-4.701810178530164,2.578651700989648e-6,7.247042795496705e-5,Down
TRPM5,360.30284930635713,1.7296161932035463,0.367895808415453,4.701375100339131,2.584153104171319e-6,7.247042795496705e-5,Up
LOC101113317,1453.2865225201485,-1.1086197970573024,0.2358888278484109,-4.699755419403475,2.6047325706658035e-6,7.291873032482944e-5,Down
UGGT1,707.0516012163775,-2.1439520430256453,0.4563528447866153,-4.6980139765056785,2.6270345891146167e-6,7.341359160742308e-5,Down
BRD9,727.1007587670933,1.0507129939652575,0.22382551654254265,4.6943396364978245,2.6746933406813084e-6,7.461407275331179e-5,Up
FMC1,440.3206647149509,1.2022582544617224,0.2562283504016549,4.692135950518757,2.7036735850758567e-6,7.51583376811017e-5,Up
SARM1,1363.9231165567674,-1.5751667158752745,0.3356806745178496,-4.692455763614465,2.6994491710460275e-6,7.51583376811017e-5,Down
MAPK8IP3,322.0624148695536,1.1484476244989197,0.24485346218229562,4.690346684352333,2.727425307033598e-6,7.568605227018234e-5,Up
LOC101121036,14.077631741112985,3.678462395798456,0.7851184498180193,4.685232396017541,2.7964245087361356e-6,7.733039412398725e-5,Up
LOC105603399,46.93525550548052,2.2058920158655626,0.47093780800833357,4.684041031223655,2.812736645383044e-6,7.764620656028706e-5,Up
NIPAL1,141.5200546924388,-1.9689687545783503,0.42076475597729773,-4.67950018771198,2.8757509619681857e-6,7.924790801965454e-5,Down
GRIN1,72.96423505685853,2.6540924957835244,0.5675558292162037,4.676354922561246,2.920190203744521e-6,8.019408149487332e-5,Up
PTPRCAP,122.33888967586248,1.7079529873992516,0.36533057990758167,4.675089032599777,2.938261195625952e-6,8.055098438371458e-5,Up
EIF2AK2,334.74446305890774,-2.5613664292964167,0.5481785814864777,-4.672503661764464,2.9755021029891913e-6,8.115145168513304e-5,Down
LOC101117010,913.430940481879,-1.0509352007701913,0.22490312383719505,-4.6728350537760965,2.970703395742962e-6,8.115145168513304e-5,Down
CSDC2,359.0854382071317,1.0822529661694966,0.23169099800931794,4.6711049435160685,2.9958382402138538e-6,8.156593548355832e-5,Up
MROH6,467.3454527319114,2.517319786479442,0.5393386701961426,4.667419426024027,3.050062979632335e-6,8.275837551402402e-5,Up
LOC101113599,3201.8379600519834,1.0020938293173876,0.21482934997709996,4.664603925972904,3.0921203004691287e-6,8.375635755861175e-5,Up
LOC101110855,480.27767450718846,1.1380164843483807,0.2440540940643577,4.662968219038697,3.1168090175310684e-6,8.428127689143212e-5,Up
RNF213,1547.760872694563,-1.807889768309005,0.38820010167047037,-4.657107920707501,3.20682362429723e-6,8.656787651100329e-5,Down
MARCKSL1,218.9347895325446,1.2329864627528542,0.2649729818906842,4.653253527793744,3.267381027436601e-6,8.790362550593419e-5,Up
PKP3,39.027419110037286,1.9524709474497077,0.4198542201477322,4.65035446532537,3.3136500935699188e-6,8.884724313384345e-5,Up
PGP,524.298757127737,1.1326913386983806,0.24356772223735276,4.650416435699109,3.3126545058686197e-6,8.884724313384345e-5,Up
HOXC5,62.20374769198804,1.8554284238879288,0.3992978622014481,4.646727667557244,3.372419039127747e-6,8.996738434514348e-5,Up
TANC2,114.65554405492377,-1.544365205432572,0.3323193330529801,-4.647232501475806,3.3641791928088176e-6,8.996738434514348e-5,Down
LOC101112162,1831.8228248046576,-1.5399367997768618,0.33140247243838983,-4.646726949398809,3.3724307746084777e-6,8.996738434514348e-5,Down
FUK,518.2030432320264,1.1759899112137773,0.25332026147573145,4.642304979329256,3.445437897336765e-6,9.176079822890347e-5,Up
MALL,370.05745339775245,-1.4059012609793184,0.30295663904326914,-4.64060225060301,3.47395226116696e-6,9.236523323534866e-5,Down
ATG4B,654.6009433987851,1.3267827740865263,0.28592990140660646,4.640237930903825,3.480082578447041e-6,9.237349626703995e-5,Up
SLC44A3,472.7295432770708,-1.0736136764108384,0.23140149325132858,-4.6396142968912075,3.490600396389252e-6,9.249799681450184e-5,Down
HSDL2,2310.5317522094765,-1.0089114400223835,0.21752092938561648,-4.638226964513409,3.514107703000807e-6,9.281103422584327e-5,Down
TENT4B,674.8115662316084,-1.0340024173395712,0.22307755210910982,-4.635170179892546,3.5664394889011198e-6,9.357040331789666e-5,Down
ZNHIT2,150.7679953258541,1.7418629918360946,0.37577419175675736,4.635398146138842,3.5625110901115496e-6,9.357040331789666e-5,Up
IL17D,80.2065288932914,1.745065040109992,0.37656731771699015,4.634138328014697,3.584272748214544e-6,9.388310450892649e-5,Up
TCIRG1,242.34005765537,1.0929442908966305,0.23599584143445992,4.631201483269186,3.6354987433485612e-6,9.50679926740885e-5,Up
PGLS,993.3832223541888,1.1045598216586374,0.23864982927617812,4.6283704665063174,3.6855427559412356e-6,9.621812527147243e-5,Up
SOX18,324.6806279873062,1.8353412861563476,0.39679229655227055,4.62544586198783,3.7379343501487073e-6,9.742566821003355e-5,Up
LOC101106395,14.037459452977735,3.316431001434407,0.7171174027754411,4.624669529143915,3.7519611033009574e-6,9.744525891878699e-5,Up
LOC101108797,70.44408718455975,3.2223307671019077,0.696790858734529,4.6245307709032195,3.7544734915946085e-6,9.744525891878699e-5,Up
NEFM,11.903455645934425,-7.3217947164786965,1.5837489915804277,-4.623077744897098,3.780879362628588e-6,9.790195452366e-5,Down
KCTD17,176.17672528621503,1.216909370202201,0.26344461849758716,4.619222731298064,3.851802135746717e-6,9.937678144900742e-5,Up
CST6,30.318728817647973,2.4101480956969765,0.5217941488581456,4.618963437921181,3.8566179910910715e-6,9.937678144900742e-5,Up
AMN,15228.279285878858,1.6743117222097035,0.36283999245042453,4.614463005861923,3.941129630321387e-6,1.0122581006810901e-4,Up
LOC105613872,383.4925375797762,1.2388395265918726,0.26896361368085703,4.605974427685363,4.10538842848503e-6,1.0510456536345626e-4,Up
ADGRB1,64.81505546274846,1.5132413280835773,0.32861574276224914,4.6048960264767205,4.126719887905138e-6,1.0548055520244485e-4,Up
ITGB3,189.17470182869678,-1.9428358437366338,0.4223608544317955,-4.599942971396679,4.226066193989133e-6,1.076731118734984e-4,Down
CCL19,102.98152087264728,1.5361663447298517,0.33405499251884047,4.5985432911714765,4.254553140352961e-6,1.0816208726174176e-4,Up
ZNF428,111.19414522182643,2.2153506811419623,0.4817727565525695,4.598331165494681,4.258886444817527e-6,1.0816208726174176e-4,Up
CARD19,452.45582916262344,1.3689189537142403,0.2979022550734714,4.59519500238971,4.323447549944325e-6,1.0945148797490634e-4,Up
SMIM5,294.4633676777905,1.43465853620632,0.31225466823976705,4.594514292752565,4.337583985361501e-6,1.0963450732427248e-4,Up
MCRIP1,565.2485483664843,1.4253434057788297,0.3104063139192873,4.5918634443417,4.393057896595762e-6,1.10860108096446e-4,Up
LOC101103001,139.82163643887458,1.659441908655135,0.3615740582829992,4.5894938274479635,4.443221364299198e-6,1.1194802018336695e-4,Up
GATA2,326.0626517537196,1.5309692981763905,0.33369212537524706,4.587969513679019,4.475779793477239e-6,1.1258962386983234e-4,Up
TOR4A,84.92751806149172,2.125925451423026,0.4634172194609317,4.587497749643401,4.485902621874942e-6,1.1266571569148884e-4,Up
ZNF414,487.8612902033392,1.5391495916571607,0.33557006703491205,4.5866712882261655,4.503689224970541e-6,1.1293374260340821e-4,Up
SH3D21,64.63306194214219,2.0626188030350785,0.44998689034081857,4.583730875965871,4.567520401637136e-6,1.142124164271403e-4,Up
MIER2,201.65236579850398,1.137691204963933,0.2482192308128345,4.583412821151596,4.574476524819196e-6,1.142124164271403e-4,Up
THAP7,483.08521016304553,1.7287889344804943,0.377214681423664,4.583037245410993,4.582703746290952e-6,1.142124164271403e-4,Up
PWWP2B,142.4432266295794,1.3528595252884492,0.2952521789353304,4.58204755733494,4.6044514272908845e-6,1.1455557602725425e-4,Up
MRPL36,903.7005370455793,1.5533682579130532,0.3391149368195416,4.580654194951227,4.6352372014192346e-6,1.1496112515332423e-4,Up
BICDL2,40.92203677906333,1.9268262353948031,0.42073247678937775,4.579694560539924,4.656554490086415e-6,1.1530965588321633e-4,Up
KIF16B,676.5429521574806,-1.077591633628147,0.23538935193980806,-4.577911552701417,4.696411761949194e-6,1.1575488182829123e-4,Down
HMX2,164.51645719691842,2.7371970836908,0.5978835508662681,4.578144154869121,4.691193710660761e-6,1.1575488182829123e-4,Up
VEGFB,801.836421131899,1.349821964204716,0.29505190264746484,4.574862768526241,4.765322367121284e-6,1.1708972435497855e-4,Up
TMEM33,3746.7801062692733,-1.0528392224587304,0.23018441839754733,-4.573894400794718,4.787411966690497e-6,1.1745068028945634e-4,Down
ENHO,32.11466516540083,2.6742270421290777,0.5847271398357275,4.5734614659418265,4.7973194109925775e-6,1.1747459316848612e-4,Up
RAPH1,282.8329172026353,-1.773929072134505,0.38789621629964094,-4.573205402870404,4.803188494068386e-6,1.1747459316848612e-4,Down
S100G,4074.5419088267913,1.8898749395951608,0.4134514674324997,4.570971658006517,4.854679444190873e-6,1.1855127202714113e-4,Up
LOC101112585,541.0993877542967,1.1352111900625512,0.24864233750351364,4.565639148427445,4.979747443770115e-6,1.2136615784547861e-4,Up
LOC101109268,47.677183985931485,1.7517192861422903,0.383796625728298,4.564186260934949,5.0143545796432405e-6,1.2188797893212428e-4,Up
LOC101114469,32.61347365221487,4.314534931340814,0.9460022854402306,4.560808147871447,5.0957122848542635e-6,1.2367620962919226e-4,Up
SH3BGRL3,651.7371126457446,1.783632522305924,0.3911992507736258,4.559396570363203,5.130081524399506e-6,1.243202809722036e-4,Up
ABLIM1,4278.315358989562,-1.0115385558127317,0.22194328760820198,-4.557644282526839,5.17305528736909e-6,1.2479013157509053e-4,Down
LOC101118990,66.71283241885021,2.1925936566260558,0.4814719491971418,4.553938521822969,5.26507487053621e-6,1.2681719790595032e-4,Up
CRACR2B,94.01792541439039,1.4484558921736201,0.3185701126744997,4.546741312338945,5.448289523905739e-6,1.3083313103321606e-4,Up
PRPF40B,450.78202405055583,1.1848202590816599,0.26092212186129304,4.540896151808522,5.601561949468444e-6,1.3431056317811572e-4,Up
MORC1,91.27863475473325,-1.6004224004029082,0.35254546517086754,-4.53961987463726,5.635573374666121e-6,1.3492225667583008e-4,Down
SLC12A6,1721.4744936164032,-1.1277134699509856,0.24854207629391742,-4.537314111021548,5.697521300881156e-6,1.3599512121637082e-4,Down
MAPK12,523.9167582449472,1.6942501318973964,0.37348402951685783,4.536338900726473,5.723917511564565e-6,1.3642003402562213e-4,Up
TIPARP,518.8856458606749,-2.0832843520228246,0.4597648654422395,-4.531195201310024,5.865091272352301e-6,1.393661583324073e-4,Down
CD9,1584.2246724291274,1.0517866850082715,0.23214225017266998,4.530785258719345,5.8764847944631696e-6,1.3942816613230776e-4,Up
CAPN10,398.23964141779857,1.2928244512611786,0.28554115387232337,4.527629148123605,5.9649145756315345e-6,1.4113604633639475e-4,Up
WWP1,1577.8857114625853,-1.2965560929771904,0.2864105381204263,-4.5269147618864185,5.9851066956084694e-6,1.413714264574304e-4,Down
THAP4,710.9604098992313,1.2390637631941925,0.273795218884656,4.525512783757495,6.024923913582873e-6,1.4210047144175476e-4,Up
FAM151A,475.7661235311407,2.0079958548388794,0.44380836743715235,4.5244659681258295,6.054819429288195e-6,1.423824426682837e-4,Up
OPN3,935.3098328005407,-1.0646931187265019,0.23531906107438724,-4.5244661178974335,6.054815141894865e-6,1.423824426682837e-4,Down
AKR1E2,534.3385073649455,1.2926375551485814,0.28579204791954305,4.523000428313136,6.096911676428631e-6,1.4314172035427152e-4,Up
TMEM121,17.230464561394083,2.946702198814091,0.6515339201768312,4.522714946313669,6.105143619973655e-6,1.4314172035427152e-4,Up
SLC40A1,4788.515081424868,-1.0299468501728326,0.22774459038767145,-4.522376792439444,6.114908131008026e-6,1.4315919876621002e-4,Down
TSC22D4,1050.1744198165397,1.140824683445124,0.25232065209839577,4.52132900718822,6.1452589020769416e-6,1.4365787121158657e-4,Up
RGL3,514.9814067150578,1.2473055581675163,0.27612711252018257,4.517142655002227,6.267968048892936e-6,1.4588190152504043e-4,Up
HSPB1,6008.874006855744,1.5697147161037213,0.347480115758095,4.517423141405042,6.2596737628619525e-6,1.4588190152504043e-4,Up
ZNF575,246.81878571810688,2.106286459866656,0.4665825880338413,4.5142843172576494,6.353093997652895e-6,1.476466486453066e-4,Up
PRR36,77.38330258220564,2.0683581784445435,0.4585723058590734,4.510429766511419,6.469641929060746e-6,1.4991624283208936e-4,Up
OXR1,1386.833887737868,-1.159573666509127,0.2570860552518932,-4.510449488880194,6.469040421051688e-6,1.4991624283208936e-4,Down
LOC101108520,242.58708761578313,1.3587482170140313,0.30133009364037017,4.50916866815056,6.508215179894563e-6,1.503710328245508e-4,Up
TARBP2,252.49796587404768,1.2539381948258734,0.2781558320711167,4.508042076591356,6.542860261852273e-6,1.507408477649039e-4,Up
HECW1,861.0484942538774,-1.1426782822142305,0.2534761600119826,-4.508030586230329,6.543214522145706e-6,1.507408477649039e-4,Down
CA9,71.05644853723862,1.424029523303271,0.3161619223489775,4.504114577502588,6.6650241546991205e-6,1.5300767017547326e-4,Up
KLC3,50.47178058900226,2.215618607468359,0.4919625674363658,4.503632499956298,6.680168552359539e-6,1.5300767017547326e-4,Up
CPPED1,1047.440810649235,-1.1200415350972661,0.24868785817103833,-4.503804662336763,6.674756320641488e-6,1.5300767017547326e-4,Down
BAZ2A,1326.1676102366216,-1.1763585214223815,0.26129606338428857,-4.5020139461202255,6.73125636032821e-6,1.5395566600502836e-4,Down
CHRD,142.7020022617013,1.0213328281717362,0.2271834247709425,4.49563091674269,6.936396435707961e-6,1.5839804878708605e-4,Up
SH2D3A,75.47758892842245,1.6036130349021938,0.35700526299819174,4.491847042911287,7.060812829467387e-6,1.6056773931538086e-4,Up
IRX1,70.28608158474175,2.4870133410049853,0.5536452815617083,4.4920699657905185,7.053424185354145e-6,1.6056773931538086e-4,Up
SETX,1610.011463883785,-1.085821363951488,0.24194197920350924,-4.487941148229388,7.191478739212172e-6,1.63071917182164e-4,Down
IL4I1,166.7608602474805,1.4455763101822514,0.3223239559547541,4.484855324824732,7.2963423702223335e-6,1.6521375526753083e-4,Up
ROCK2,1782.6189277672127,-1.1378548968807713,0.2537875795716326,-4.483493237932895,7.343093068519349e-6,1.6603549327152083e-4,Down
SCAF1,939.1394599717722,1.119295462789097,0.24975764631014608,4.48152630890495,7.411109465357853e-6,1.6733505055992204e-4,Up
TMEM88,148.64391694223758,1.6869021800780402,0.37725062545075305,4.471568941900274,7.764781921012768e-6,1.745756139266794e-4,Up
CACFD1,453.38257352705585,1.3942879808145825,0.31196339861488404,4.469396047758212,7.84407699887846e-6,1.7610895926902092e-4,Up
NUDT9,400.9339933918796,-1.673257106793558,0.37445410283401004,-4.468523896866709,7.876121492419195e-6,1.7657863905249984e-4,Down
MYO5C,512.9407236197455,-1.478588869509558,0.33101037214574475,-4.466895885844119,7.936272879392515e-6,1.7767624741127982e-4,Down
PARP10,551.4309310481353,1.3164803538981673,0.2948778626867492,4.464493678512156,8.025831810112225e-6,1.7942820890410046e-4,Up
LRRC40,557.5411223772066,-1.1602496670929006,0.2599565755606598,-4.463244157569544,8.07279752240379e-6,1.8022435312674452e-4,Down
IRX3,182.27727376350066,1.4652023284053948,0.32846879893828557,4.460704740119577,8.169057342923986e-6,1.816070689134908e-4,Up
LOC101102541,149.2360241056223,1.8484363627309206,0.41450614682568854,4.459370209311371,8.220083237714275e-6,1.824858478772569e-4,Up
CANX,11604.942207265394,-1.0456095775177021,0.23453775672316185,-4.458171648464661,8.266169862815445e-6,1.825214868361539e-4,Down
LOC101107282,1322.7463467359792,-1.0519076292980498,0.23594857118460205,-4.458207244133111,8.264797599659558e-6,1.825214868361539e-4,Down
ABHD15,115.93837404007458,-2.2969213326516993,0.5152205313857455,-4.458132377748733,8.26768405690132e-6,1.825214868361539e-4,Down
GFER,370.73253134057785,1.3988563261192049,0.31411213191282816,4.453366119928831,8.453442630618109e-6,1.8636318732750173e-4,Up
TNNI3,36.946105683561804,4.231480811694621,0.9503841580011543,4.452389884732781,8.491979173586113e-6,1.8695310044706292e-4,Up
SEMA5A,1297.9585840972368,-1.1420722438144242,0.25657820771208767,-4.451166192165353,8.540521178789566e-6,1.8776134718964928e-4,Down
THBS1,5899.672137458977,-1.0337081223301785,0.23245673059378766,-4.446884027361452,8.712484297523067e-6,1.910127945505299e-4,Down
LOC105613000,895.8926966376123,-1.903250791948263,0.4281713495524183,-4.445068064310688,8.786404503762124e-6,1.921027530140719e-4,Down
ZNF608,1019.19975502358,-1.254541882500015,0.2831479564409754,-4.4306937555508545,9.3930406364766e-6,2.0480183244889156e-4,Down
LOC114110581,420.0019045022296,-1.9436322394577086,0.4387973385844208,-4.429453117760354,9.447234661736212e-6,2.0570089956891481e-4,Down
AHNAK2,60.008958495995294,1.615449140135733,0.3647881838185315,4.428457970391274,9.490920846963444e-6,2.0636902274500103e-4,Up
SLC23A3,379.13348614301157,1.74022554011096,0.3931421418298692,4.4264538317137125,9.579487359328019e-6,2.078161593855549e-4,Up
ACAP1,238.14933359709843,1.558396120036729,0.35208747283859027,4.426161792899557,9.592458802814468e-6,2.078161593855549e-4,Up
LAT,118.45100189132488,1.4154645682683837,0.31985552961409286,4.4253246769757215,9.629733898898798e-6,2.0824627544580466e-4,Up
PYGB,266.8265312567029,1.1392953637950514,0.25751682789751495,4.424158891272385,9.68187458735628e-6,2.0908897323143705e-4,Up
SNRNP70,1583.595013963573,1.6717909163429883,0.3780172664463318,4.422525277903773,9.755393157038681e-6,2.1039042877944971e-4,Up
