gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction
NRSN2,42.89276811743709,1.4907410627320357,0.48270623445874417,3.088298754631987,0.002013059854520052,0.012830091318848274,Up
LOC114118092,14.748676359659754,-2.549036615084849,0.8261333338295805,-3.085502679414554,0.0020320839319885476,0.01292278375498967,Down
LOC101117789,105.28799964876957,1.1217316205971641,0.36376563485370605,3.0836657262808393,0.0020446719267717033,0.012982030997458899,Up
TNFSF8,23.99631958501126,-1.663429901835285,0.5395103545852329,-3.083221457564246,0.002047727068922108,0.012996230213914682,Down
ARSJ,48.22318557735613,-1.916527454285005,0.621814654101397,-3.0821522806577084,0.002055096748812151,0.013032581180141938,Down
MISP3,412.74607282759393,1.1132428229816862,0.3616643835065474,3.078110186544074,0.002083178737495721,0.013184328588624233,Up
LOC114117225,33.13796143997997,-1.23781282583868,0.40241737073814193,-3.075942829128369,0.0020983807552111353,0.01324884555587365,Down
SLC2A13,105.62649172311741,-2.24375801010668,0.7295300612743392,-3.075621045947436,0.002100646422643869,0.013252607578150291,Down
LOC101117554,12.968120705819246,2.7807609184051456,0.9047239654418731,3.073601479150609,0.0021149174466233616,0.013300350487421798,Up
SMCO3,872.5466423974399,-1.2626045872018397,0.41086257587635816,-3.0730581496957714,0.002118771966847893,0.0133140409460715,Down
SFTA2,130.43232851095323,1.2587373033355223,0.40968123735904133,3.0724797441293976,0.002122882404711622,0.01332931661787483,Up
LOC105608665,37.817622374675935,-1.8770187887111534,0.6112789143611707,-3.0706421317881865,0.0021359899613115577,0.013395720527814443,Down
KLHL14,154.94017094576253,1.4993718808690193,0.4884370166639031,3.069734335677403,0.0021424925531851042,0.013420593645109377,Up
ACAP2,343.32293085190236,-1.606947610287748,0.5238779921583965,-3.067408126207144,0.0021592382485193214,0.013510260507341228,Down
LOC105611015,11.14597594126452,2.3636135632915742,0.770630430806162,3.0671168290343545,0.0021613436434860804,0.013517339500809517,Up
LOC114113265,30.480971912077862,1.8216812185097273,0.5939644258292954,3.0669870774942267,0.00216228204835153,0.013517882218780556,Up
C9H8orf89,23.329364331401994,1.3814259180678836,0.4505771455946494,3.0659032123006287,0.0021701355143236207,0.013560353906712118,Up
LAGE3,94.21774920530116,1.119750455371821,0.3652759468790152,3.065491897123735,0.0021731226582802077,0.013565971083756857,Up
LOC101110467,337.03771092903116,-1.5144745281422245,0.4940655792050743,-3.065330984155858,0.0021742923013723728,0.01356625066811465,Down
CWH43,106.39819196433376,-1.1124394178824129,0.3629239656327552,-3.0652134420026056,0.002175147055691305,0.013566251165024789,Down
BAIAP2L2,470.58375431493954,1.3979181344057434,0.4562592907812618,3.063867766970971,0.002184954637795302,0.0136060356868281,Up
TPH2,11.084701496313492,-2.403529124898567,0.7847837184289788,-3.0626643602011487,0.002193759652864842,0.013637911180464538,Down
SLC22A5,4694.401894121596,-1.0443815893270951,0.3409944265636344,-3.0627526668157983,0.0021931124322448156,0.013637911180464538,Down
CCN3,80.79946397889448,1.6165027882255698,0.527811336080539,3.06265265204328,0.002193845477940114,0.013637911180464538,Up
NSUN5,211.00503602944855,1.0154263118944657,0.33152464515738544,3.0628984201533798,0.002192044553473395,0.013637911180464538,Up
NR4A2,86.87617485384935,-2.005587469500513,0.6549918414973114,-3.0620037417805692,0.0021986070421919726,0.01364040305874392,Down
HIC1,129.5289434975911,1.382953323392469,0.45165901951025783,3.061941118527934,0.0021990670589885773,0.01364040305874392,Up
RIMS4,258.40843315726926,1.1988988247910475,0.3915244201337821,3.062130388652103,0.0021976769913527633,0.01364040305874392,Up
ARHGAP8,156.19546479233878,1.0998632859018445,0.35943925348448896,3.059942049287912,0.002213798224054771,0.013704714499652576,Up
B3GAT1,16.15395605650663,2.0258361945884444,0.6626039729347647,3.057386127064309,0.0022327645730921726,0.013790025712351404,Up
UTP15,297.6587885586828,-1.0241194706555463,0.33502434429136524,-3.056850906825106,0.002236755008133598,0.013798683343997123,Down
DPM3,297.4584937189642,1.0067527340178877,0.3293659379598857,3.056638886989287,0.002238337568176436,0.013803081670421356,Up
HCN2,113.33421637816019,1.0237743481137296,0.3353452461538739,3.052896559159716,0.0022664404941849683,0.013935500741084716,Up
TMEM102,182.28727265874716,1.1503921077699502,0.37694654543146866,3.0518706742707074,0.00227420060772677,0.013954811207570169,Up
LOC114118858,17.67185477998624,-2.7841267615416756,0.91252098387916325,-3.0510276593380254,0.0022805956468721134,0.013987594552859759,Down
LTB4R,40.684659292686774,1.4375089880311138,0.4714314181657524,3.0492430768067615,0.002294187718554454,0.014049244466286592,Up
CD86,98.62380561224,-1.0943517466554975,0.35929005209584436,-3.045872659907566,0.0023200607149400348,0.014180332586924594,Down
SOCS1,123.92047961877296,1.408960391377679,0.4627796642954733,3.044559863110348,0.0023302105078457174,0.014211094163033735,Up
HERC6,119.13192008556342,-1.69240286782158,0.5568732107885831,-3.0391170468139124,0.0023727264939349974,0.014435526116607977,Down
ZNFX1,751.5630554076635,-1.0386664774195955,0.3419117720043776,-3.0378201701879313,0.0023829611287558357,0.014486687857809799,Down
ATP6V0D2,597.580301899031,1.39188543915284,0.45835385215949725,3.0367050098850132,0.002391794003225245,0.014524594333556315,Up
C7H15orf48,62.21402371170883,1.038334173454276,0.34202802832766943,3.0358160368644755,0.0023988567696670675,0.014555448587509696,Up
LOC114116137,9.49149397513737,-2.9388583293875117,0.9691105481945538,-3.032531567077238,0.002425117311954748,0.014671826368355635,Down
LOC101111412,8655.171332558975,-1.123448016993824,0.370513635022416,-3.0321367712307143,0.002428291501158752,0.014683531808721095,Down
ADPRM,54.22504288474616,-1.0543109234486696,0.3478652777054173,-3.030802414092882,0.0024390480011208236,0.014742057247458423,Down
FKTN,200.6210135124388,-1.7616048758589091,0.5821690564451082,-3.0259335434551873,0.0024786677498034957,0.014919665284414806,Down
UROC1,204.81926891552814,1.035355997045382,0.34217317573601114,3.0258245545354088,0.0024795613318393662,0.014919665284414806,Up
LOC114118850,78.08123005385434,-1.3966160855689669,0.46181602189908544,-3.0241828332975222,0.002493057238030065,0.014983830950114057,Down
GPR132,38.77014199173574,1.1974421958032084,0.3965166999610754,3.019903565021995,0.002528551804024181,0.015160513528860163,Up
LOC114108811,7.975496650816483,-4.338132138872128,1.437522523976043,-3.017783767918495,0.0025463052082043652,0.01523464099880433,Down
TPM2,660.5762754695982,1.2331290674572672,0.40902932784246765,3.014769317304775,0.002571747746201403,0.01535214440596272,Up
CLEC4F,10.458954400002305,-3.542816489915741,1.1752193449407762,-3.014600214987337,0.0025731818648777743,0.015354930729776282,Down
SIKE1,137.22494302953822,-1.4087130286512848,0.46736817471923703,-3.0141398256257896,0.002577090029972893,0.015355783372084186,Down
LOC114108620,164.70970184180956,-1.0021078625396407,0.332732139567423,-3.011755533572612,0.0025974168505955597,0.015470468168669163,Down
TFPT,98.59898326215988,1.4782716042972872,0.49105588630409414,3.0103938177453067,0.002609091557989805,0.01552835031869973,Up
GCHFR,302.2859587342925,1.0404087325133509,0.3457368685024629,3.009250176354679,0.002618933642338112,0.015575246798363751,Up
LOC114114832,11562.960196921622,-1.2449226994275029,0.41382329664027534,-3.0083436808287725,0.0026267589694496094,0.015615934502649306,Down
GPAT3,653.9851458407192,-1.098050115115497,0.36506495997886207,-3.007821170180442,0.002631279250462068,0.01563695078344605,Down
TENT5B,36.67204177959953,1.6615548464352683,0.5527125763693008,3.006182449022261,0.0026455021177360597,0.015709710106556106,Up
ENTPD8,408.6054629680782,1.393149039667709,0.46353183200948833,3.0055088851787675,0.002651368496260388,0.015728100198517704,Up
LOC114111235,38.540262163863304,1.311168638129414,0.43640182223686186,3.004498540837355,0.002660190348170621,0.015761553339496925,Up
HELQ,133.944275633769,-1.1520408821056347,0.3834920416700414,-3.004080285704747,0.0026638502007872693,0.01577146372140855,Down
LOC114116976,17.258519831719337,2.3347910074471856,0.7774367886009308,3.003190795291354,0.0026716488021976655,0.01580584473994914,Up
PTRHD1,93.55727267914335,1.2360934675257038,0.41163602660690174,3.00287969863758,0.002674381261317315,0.015810224864390966,Up
LOC101110022,239.06305658674626,1.1563355975462908,0.38515628444738226,3.0022503701462058,0.002679916660874643,0.015837050319457636,Up
LOC114109442,9.192413140029082,-3.3158877211635773,1.1045838509779753,-3.001933912240126,0.0026827040916520316,0.015841726951931808,Down
ZNF366,113.77164987120108,-1.6529614452080483,0.550805078329331,-3.000991657923184,0.0026910193712031192,0.01587901504799521,Down
KCNJ3,120.77010996965116,-1.3479507188446933,0.44955975345546756,-2.9983794333987652,0.002714195241881709,0.0160098183108095,Down
PPP1R3E,96.04417254236914,-1.0066710209794285,0.3358116026451753,-2.997725549236295,0.002720025024036883,0.01603437873700974,Down
REV3L,870.2651446744399,-1.0947723779100325,0.36520584031085723,-2.99768584472302,0.0027203793825217176,0.01603437873700974,Down
THRB,225.07373670260918,-1.543723214172985,0.5150035606351648,-2.9975000799394054,0.0027220378735073433,0.01603819865114405,Down
LOC114115225,29.300715071846803,-2.6526804031855646,0.8850600509166797,-2.997175615867098,0.002724936875125378,0.01604894655427418,Down
GLP1R,123.28300998033576,2.1616040664271825,0.7213211856658496,2.9967289321078403,0.0027289324925554082,0.01605498348937435,Up
CDCP1,522.3136096606542,-1.1688314413365324,0.3901785102355495,-2.995632539144487,0.002738762507879657,0.01608896272671125,Down
LOC114111346,26.370773401071535,1.844384705898154,0.6158488680222614,2.994865788779016,0.0027456562312777122,0.016123492918635268,Up
LOC105602775,10.805454859084962,2.284070457336709,0.7627211146606804,2.9946338359242186,0.002747744801201677,0.016123827441580117,Up
LRFN4,46.76094307101447,1.3355509618737613,0.4461169216516822,2.9937240598923722,0.002755950702667486,0.016166003511988547,Up
PDE4C,47.13734103651197,1.2848337122196012,0.42938770148037525,2.9922461863485004,0.002769328399928876,0.016214514825551845,Up
LOC105611452,44.44680136917987,-2.7802137562753053,0.929378615901007,-2.99147592671902,0.002776324271449332,0.016237507428413872,Down
SAMD5,60.40701790076035,-1.4976063545072842,0.5008522109391454,-2.990116289392294,0.002788712563671614,0.0162882369958437,Down
CBLC,17.716842111363633,2.2153324117310476,0.7409234664694189,2.9899611930060037,0.002790128922805961,0.0162882369958437,Up
PAGE4,12.49257996508316,3.3415662821305494,1.117589803938663,2.989975633594762,0.0027899970218541984,0.0162882369958437,Up
LOC101121825,854.3213087022165,-3.0685735467585884,1.0265813857404522,-2.989118631393544,0.0027978347839657876,0.016324884543312015,Down
G6PC,30350.748582831075,-1.3616452484868433,0.45581758873452566,-2.987259118866262,0.002814910256229762,0.01640274247325074,Down
SEC23A,493.5072307850462,-1.2999763014681651,0.43574923896368983,-2.9833128442399635,0.0028514636803753956,0.016573153789307453,Down
VWA5B2,15.336231765916434,2.065560254428813,0.6924778415101691,2.982853934970972,0.0028557424606288845,0.01658587635476117,Up
FXYD1,81.371996927208,1.1419726668514958,0.3829326070785329,2.9821766173526636,0.002862068348694896,0.016616536539441874,Up
LOC105604711,44.57493821483649,1.9723592923414994,0.6615837827842335,2.981269105540874,0.002870564216363872,0.016647594375719305,Up
SLC16A6,2923.732028699813,-1.279981834720924,0.4294849448003041,-2.9802717189913888,0.0028799280169753095,0.01668970332729065,Down
LOC101110257,299.3553000938003,-2.592480520456444,0.8700835782985482,-2.9795764281933117,0.002886472125849694,0.016715367403681482,Down
VAMP8,865.6874505112517,1.014594078607682,0.3405851279374556,2.9789735234534374,0.002892157678207893,0.016723941284587936,Up
PIK3CG,52.30983508338204,-1.5152385205499357,0.5088432638461791,-2.9778099234266078,0.0029031596489149554,0.016769233299573177,Down
LOC105610709,38.90740447459879,-1.6103582974116326,0.5410567502659246,-2.976320499873915,0.0029172980585819236,0.01683252347650704,Down
LOC105610545,14.488485390612672,1.90085752557701,0.6387317966970061,2.9759870033191973,0.0029204723855833364,0.01684471590710912,Up
LOC105608537,27.77575532429174,-1.4130932779443894,0.47513202686077166,-2.9741065599824728,0.002938430121151984,0.016935984500016498,Down
LOC114114853,12.722869892057979,-2.2920497355377507,0.7710265478965019,-2.9727247937063535,0.002951689786510061,0.016987851924846458,Down
LRRC10B,34.16630394451592,1.8441181555788912,0.6204417155886097,2.972266546954191,0.0029560992422200194,0.017006945730974398,Up
LOC114115577,62.666653416451695,1.8487291409477453,0.62212657178180375,2.9716286440762145,0.002962247437373634,0.017029434977061934,Up
TAF6L,140.65111078769613,1.0842455947412186,0.3649083450166772,2.9712819932678327,0.0029655933961710073,0.01703686716519088,Up
LOC114112944,8.448425798963275,-3.0185276556645304,1.0160656276704536,-2.970799890736533,0.0029702525012920977,0.017045125796460402,Down
UBA52,7168.494711849567,1.1114415993654716,0.3741192041352133,2.9708220991611456,0.0029700377293680694,0.017045125796460402,Up
TMC4,222.32090161814156,1.1433476407825793,0.3850780806681757,2.969131971361957,0.0029864230722595284,0.017119354794501804,Up
LRWD1,145.01656949685244,1.0066497692751286,0.3391099107079443,2.9685058958424184,0.002992513612862723,0.01714188689172501,Up
PSD,38.924803320827316,1.394863572034629,0.4704018139006016,2.9652597647707437,0.0030242744608338533,0.017292618341792416,Up
LOC114113733,82.86568667670609,2.062405567246219,0.6960730540048345,2.962915394268221,0.0030474031787035808,0.017393538531305982,Up
LOC114109077,58.57749399791947,1.4671758184199162,0.49530245593929306,2.9621815939465908,0.0030546756704907915,0.0174162596687142,Up
C11H17orf49,247.26344739023943,1.069197880657221,0.36096336614259034,2.962067569579509,0.0030558071542181463,0.01741645492240741,Up
ARNT,285.07307097297064,-1.2095599590490627,0.40845307094901,-2.961319292418933,0.0030632419289709136,0.017446300372642738,Down
TREX2,15.376810556010728,2.0578244779495733,0.6951931714122823,2.9600757927024954,0.0030756336577194786,0.017491771067352665,Up
SMG1,1777.8524928481281,-1.0445555239537774,0.3529632372908919,-2.959389005980005,0.0030824972067436465,0.017524526562550824,Down
CNOT7,510.9721898582146,-1.3610008804442129,0.4600692157082952,-2.9582524411004045,0.003093886397844523,0.017570396705898432,Down
ASIP,8317.296204362485,1.189458111829916,0.4023512968610042,2.956267622621395,0.003113867745342854,0.01763340089968859,Up
OMP,166.5178121324182,-2.8259607344744375,0.9560424955057014,-2.955894479334454,0.0031176373253655777,0.017648451235922902,Down
INSYN1,72.91654504488902,1.0665106388284686,0.36094200461584663,2.9547977935224363,0.003128740395453685,0.017692374883162217,Up
CEBPA,190.69792569867013,1.18335461574361,0.40093088846563996,2.9515177048899894,0.003162164170882125,0.01779263803063168,Up
FNDC1,19.49239635792155,-2.1883699620674477,0.7415365244723253,-2.9511290271570694,0.0031661462514587717,0.017808731201064878,Down
LRRC3,46.779353940049845,1.2113328053523758,0.41054139882153684,2.950574068363187,0.0031718398369203686,0.017828121009715654,Up
LOC105602037,13.54310029999311,-1.8761872623689664,0.6359197667299182,-2.950352167879384,0.003174119029771618,0.017834616410465447,Down
EFCC1,20.882094360927102,1.9096618971468675,0.647345537922538,2.9499885073362155,0.003177857502019721,0.017849303655187203,Up
KLB,128.27673478919297,-1.5924874665065096,0.5402871319888187,-2.947483610510025,0.003203717345275248,0.01797260265439642,Down
C3H9orf116,364.91056718909635,1.2052163840924692,0.4090708369618138,2.9462290517790555,0.003216740998903355,0.01802748307989626,Up
NYNRIN,1541.781559551156,-1.0504767506942596,0.3565587711335329,-2.9461531611035623,0.0032175303701471748,0.01802748307989626,Down
SH2B2,37.463091943936874,1.589269581538684,0.5395949203976135,2.945301227757282,0.0032264038125781732,0.01805807747427833,Up
CASKIN1,80.55142590653395,1.2231143384473453,0.41550039061478233,2.943714051959378,0.003242994778405791,0.018131756293636888,Up
TCAP,45.02851426949108,1.323793650981151,0.4499348044166093,2.9421899306002723,0.003258999752301338,0.01820841361079871,Up
GREB1L,40.89292252908211,-1.9714169772437105,0.6702862234172589,-2.941156939184899,0.003269888194169436,0.018256396519891475,Down
ENO2,104.00108013527662,1.0958578013361526,0.3726697893622298,2.940559800169351,0.0032761975572218522,0.01828095227349098,Up
MAPK6,455.7879476471162,-1.073325501281354,0.3651257450989767,-2.9396050968424636,0.0032863079832901277,0.018315859065577318,Down
DYNLRB2,94.65530596186576,1.2235487568011885,0.4162593727589343,2.9393902861372316,0.0032885867685550343,0.018322126281949475,Up
LOC105609042,44.2346380552666,-1.5858052980670665,0.5396008899466692,-2.9388485593932168,0.003294339984320802,0.01833513745530529,Down
LCT,13.616927143940835,-2.1966125715522486,0.7487390063400929,-2.9337493478395076,0.0033489453604551595,0.01854176532398719,Down
FOXN2,131.53297717839504,-1.703545662253054,0.5807811789595142,-2.933197086904579,0.0033549084983101754,0.018548402157324072,Down
ZNF280B,118.66211204387398,-1.458193200970502,0.4971338719691772,-2.933200256893603,0.003354874242204135,0.018548402157324072,Down
ANKS1B,213.55404192327723,-1.0117758606232743,0.34504117225026926,-2.9323337096982773,0.003364250346629714,0.018593574426202457,Down
CATSPERG,35.80820404144514,1.5886815400081336,0.5418385449671268,2.9320201649820214,0.0033676487980662593,0.018602571479265313,Up
VSIG2,15.401959424080246,1.7487206468402041,0.5965936074011715,2.931175636389781,0.0033768180374811377,0.01863519318453853,Up
LOC101123326,17.67129646919192,2.075705569851605,0.7084472505432395,2.929936658318524,0.0033903110458007256,0.01869204836054009,Up
LOC114117858,37.565382167131446,-1.5921219461904736,0.5434391435479203,-2.9297152497997794,0.0033927274440349957,0.018696609409900734,Down
TBC1D10C,43.586685472298775,1.6037854000993927,0.547433351677263,2.9296450338394755,0.0033934940912193046,0.018696609409900734,Up
YBX2,12.736773666752022,2.2998085871775853,0.7852033811428044,2.928933627145603,0.003401270425735191,0.018725540309394256,Up
LOC105610254,54.713822312839916,1.059314512241707,0.3619724914530099,2.9265055694963595,0.0034279336801792846,0.018828291820646614,Up
MSANTD1,16.398685799137287,2.2296138242966816,0.7621257098025982,2.9255197608727626,0.0034388133526499953,0.01886770976377925,Up
LOC101118895,8.12832242789723,2.751638026107885,0.9409469098346954,2.924328670776218,0.003452000497421396,0.018913912287045156,Up
METTL27,292.971960026674,1.1217618518367145,0.38366440843217536,2.923810046443286,0.003457756813597915,0.018928145357851842,Up
C1QL3,118.59122168475353,1.0696057318528627,0.36609712388488624,2.9216447277777147,0.0034818846268129646,0.01905134597773257,Up
PLEKHJ1,304.48623961087003,1.054214691959119,0.36086725550106813,2.9213365188684977,0.003485331380320909,0.019063633700838658,Up
SOX15,43.47183107444138,1.0700363603599317,0.36659970528520336,2.918814022306636,0.003513657808851247,0.01917891691880875,Up
SEMA6C,40.372108881513476,1.6126979382020812,0.5540869223883969,2.9105504444149877,0.0036079272092018186,0.019558957852343056,Up
CCDC158,349.4124293358209,1.2243373877966233,0.42059306038611627,2.9109785755205926,0.0036029872199356172,0.019558957852343056,Up
LOC106990837,11.840308299764631,-2.1393032639344733,0.7357943529248997,-2.907474426013739,0.0036436013553194854,0.01969853007935497,Down
CLDN3,47.95388609977628,1.7426404708227432,0.5994967594779588,2.9068388498717375,0.003651012321442505,0.019711741013012544,Up
SCN1B,94.4946366004919,1.1046804606488392,0.38005148020702423,2.906660066281258,0.0036530994485568925,0.019716303144149457,Up
MAPK15,42.813050277927516,1.7065607011818076,0.58726725107488,2.905935411958143,0.0036615702089671915,0.01974859120860898,Up
NECAB2,171.17945213363993,1.5257820739357228,0.5262375715726367,2.8994168344460722,0.0037385750980301617,0.020082476898730026,Up
DMXL1,1716.2791420563503,-1.0943578254900428,0.3775340982600123,-2.89869929771574,0.003747140783065649,0.02011442869448801,Down
IFT43,80.09073299664162,1.1379068722360104,0.3926963246582884,2.8976763997630486,0.003759382598362387,0.0201596891837183,Up
TRPV6,23.982700569095265,1.5563006049055228,0.5372591302253196,2.896741101920093,0.0037706078367550503,0.02020052382861848,Up
GYS2,7.95248061692508,2.9419198680667957,1.0161213843862282,2.895244518295238,0.0037886328850885664,0.02024972742411002,Up
ARL2,278.1714115521368,1.1218211620922687,0.3874735628480993,2.8952198798968243,0.0037889302872555135,0.02024972742411002,Up
HMX3,30.88680094987838,1.502650800649103,0.5189777364319093,2.895405130440029,0.0037866947074771925,0.02024972742411002,Up
LOC105603282,59.81480434371042,1.1918425447008127,0.41187614723627836,2.893691593208713,0.00380741926829544,0.02033484725627642,Up
EPHB3,102.32785393645122,1.1713190351054346,0.4057244440793186,2.8869816748740016,0.003889568835271826,0.020710877598882824,Up
HSD17B13,11.765730220793438,-2.6260661467412216,0.9100147945811896,-2.8857400587094846,0.003904945310517549,0.020785780319867556,Down
ZBTB6,51.3049232044103,-1.4190418540448682,0.49178598917369926,-2.885486543504722,0.0039080916836588915,0.02079523241525281,Down
FAM229A,11.872192780172819,2.356109306500351,0.8169139715280683,2.8841584164525425,0.00392461270866099,0.020855499673443554,Up
TLR8,46.60253335642767,-1.2240039464083776,0.42443476410617403,-2.883844703404616,0.003928524341475722,0.02085556601847565,Down
LOC101109545,151.92141194494462,1.9109756490234648,0.6629156165385753,2.8826831067906578,0.003943038932403812,0.02092007744498431,Up
YJEFN3,20.160696039405007,1.4760315131372153,0.5121756085576316,2.881885604224606,0.003953032207139151,0.020950410759238643,Up
TLR7,57.617274516661396,-1.4952487640107865,0.5188430008902651,-2.8818905939660744,0.003952969610692297,0.020950410759238643,Down
PCBP3,19.557933678482787,1.9168692665343292,0.6652042107503878,2.8816252746987163,0.003956299297194365,0.020960727217745712,Up
RUNX1T1,105.31934082494857,-1.3738286122099024,0.4769432419100296,-2.8804865893645704,0.003970618436570293,0.02102255718601743,Down
LOC105610483,122.71585355772481,-1.2434676156682425,0.43184979109000776,-2.8793984420593923,0.003984346008628628,0.02106748734799493,Down
NHLRC3,317.90479540879784,-1.5768128258627023,0.5476198542364165,-2.879393092972057,0.003984413596590486,0.02106748734799493,Down
SLC2A11,2167.6441473437117,1.0002804670716676,0.34754947098148165,2.8780952082788964,0.004000843717244249,0.021131466905022253,Up
ANKRD9,1463.3614408311169,1.0179290463796142,0.35368771819248856,2.8780446535766435,0.004001484939818527,0.021131466905022253,Up
HABP2,1708.6582203854775,-1.2057158978361815,0.41895512222868686,-2.877911818865508,0.004003170225124546,0.021131466905022253,Down
FCER1G,121.17742670271748,1.1590418280751564,0.40290595368456045,2.8767056368260646,0.004018502677335095,0.021195925682343766,Up
LOC101115671,990.3744796330933,-2.21559918577035,0.7707321609872904,-2.8746681375436802,0.00404452359814906,0.021307242971596425,Down
TMEM40,18.35481421768058,1.4771320293707457,0.5141595086630646,2.872906178885295,0.004067148804595788,0.02137677250839369,Up
S100A2,385.57359198272377,1.4453980663513475,0.5031582310632055,2.8726511405708877,0.004070433236956201,0.021379876495766306,Up
GIMAP1,59.745739890901326,1.3144107730373253,0.4575504659454165,2.8727121287515596,0.004069647600527648,0.021379876495766306,Up
NOL3,60.50443885171492,1.2490244891372893,0.43509523948013795,2.870692151515271,0.004095741845992002,0.02149147448642349,Up
CHD9,1467.9150522236387,-1.0518501613207887,0.3664576844056357,-2.870318200658838,0.004100589200507632,0.021509799200151235,Down
NOS1,27.308779529105045,1.7325601781893216,0.6036702316873425,2.870044085736304,0.00410414573358751,0.021514270114494888,Up
PCYOX1L,40.4735054936454,1.1653878234491668,0.40617427950224394,2.869181733706328,0.004115352674609427,0.021551630816257154,Up
ZBTB37,45.340297823688324,-1.073422050647553,0.3741355263791758,-2.8690727689935276,0.004116770730940088,0.021551946507985493,Down
LSMEM2,15.88831505855005,2.3058191783769715,0.8044980739440735,2.866158730589162,0.004154858618689793,0.021715532056128774,Up
PFDN2,217.33827179773982,1.2949791472851526,0.4518372931964787,2.8660298005150247,0.0041565511592315365,0.021717227304306183,Up
LOC114108670,290.3305978253692,-1.5323123967069725,0.5348707899795518,-2.864827216991141,0.004172368332580337,0.021764049471918397,Down
ASB11,43.39725914344355,1.3506830046964076,0.47153864499454173,2.864416350672684,0.0041777848204896115,0.02177798964060151,Up
KCNK13,17.592635977402303,1.5344711662943604,0.5358350607481257,2.8637005651551664,0.004187236325049235,0.021820092641991633,Up
ZFR2,38.23462779405011,1.6772267517756752,0.5863836526301247,2.8602890688591986,0.004232550107687023,0.022034525372028903,Up
NXPH4,62.05359561496274,1.1700525595171143,0.4091435301199258,2.859760630148924,0.00423960883304058,0.022056804656457922,Up
NF1,738.6031220825666,-1.246687607603353,0.4362404609962497,-2.857799124721883,0.004265903499853159,0.022128328840904963,Down
LOC114117598,31.288242973387998,-1.2431904653066093,0.4352991183640065,-2.8559452864938417,0.004290890701507981,0.022243405651546762,Down
LOC114114852,15.788992532546416,-2.321869351778229,0.8130648567842965,-2.8557000495155007,0.004294206081056401,0.022253324559127735,Down
SLC3A2,5289.938595220141,-1.1515867845172643,0.40381675409683376,-2.851755834383033,0.004347848328469631,0.02243608469369261,Down
ROMO1,634.371122132819,1.082728688034965,0.3797124526193763,2.85144371896671,0.0043521189999774215,0.022443529852710076,Up
EBF4,74.14495493614884,1.0363636114160473,0.3637017733613855,2.849487374883608,0.0043789743649359425,0.022545397370946553,Up
ZNF513,140.08745185668104,1.1670021748286068,0.40961519579626654,2.849020707251905,0.004385402610899515,0.02255630705897457,Up
COL2A1,41.55544203507597,1.4742162073767546,0.5180874353289817,2.845496931305887,0.0044342186699621484,0.02273396413059082,Up
DEPTOR,155.13837986306032,-1.0777166832410314,0.3789581836629928,-2.843893415426131,0.004456595320193035,0.022826569060156197,Down
MGARP,37.25323645451116,1.3026967462179975,0.45812971231695593,2.8435107158400803,0.0044619508963065395,0.022839260424725477,Up
LOC114108712,156.07475201289495,-1.6920832816196871,0.5951343860951621,-2.84319528690302,0.004466369456738974,0.02285450753927071,Down
UBE2QL1,72.88845976132765,1.5636009690286001,0.5502332270874732,2.8417058295536686,0.004487287536624627,0.02294675098867355,Up
RCN3,254.055206364297,1.1874286566107881,0.41799028120786835,2.8408044636336287,0.004499989477218952,0.022991885033096335,Up
LOC114108630,73.84474826459783,-1.032923765522659,0.3635876396101675,-2.8409210132394556,0.004498345242457287,0.022991885033096335,Down
LRRC31,41.33287898782561,1.6251050344906572,0.5721819265055507,2.840189385945053,0.004508675767488311,0.023011643233872014,Up
TSPAN13,299.54292620641917,1.0212622972306855,0.359666805810374,2.839467753855279,0.0045188862111563855,0.023048933428562117,Up
TOMM20L,25.6037907655412,-1.646884167403092,0.580262186178084,-2.838172478979457,0.0045372657407838106,0.023127816025517476,Down
DERL3,53.95149411508328,1.6235933462434466,0.5722758524510748,2.837081696334988,0.004552796087968919,0.023182824020338888,Up
CSMD3,222.80158261095684,-1.5786791695706015,0.5568720258272061,-2.8349047830613343,0.004583934570450606,0.02329090699000079,Down
EHF,336.55134416757903,1.3548449290939057,0.4779081006366364,2.8349486591440365,0.00458330506876678,0.02329090699000079,Up
CLNK,11.372128757024806,-2.58439758318298,0.9120392347263916,-2.833647374784584,0.004602008248407086,0.023352837892252454,Down
PDE4B,112.50264778510594,-1.38555018208352,0.48915764404517936,-2.8325228051747433,0.004618227179184131,0.023413373063875968,Down
SCUBE3,1042.9312114222805,-1.04609096450073,0.3693999394994529,-2.831865554494167,0.004627730224784002,0.023453372240739612,Down
LOC105604782,49.60488126310877,1.226220479346943,0.43326707589209507,2.8301723061281776,0.004652294163621311,0.023540282199286285,Up
IL12RB2,17.578080013648766,-1.4430407745076883,0.510142769286942,-2.8286998491122697,0.00467375098795304,0.023615584503921306,Down
CCNA2,35.687946972736754,1.6022683704266913,0.5664297261152753,2.828715190171023,0.004673526975056681,0.023615584503921306,Up
CDH24,57.463529023543046,1.314305540564963,0.4647740569636546,2.8278375715530566,0.004686357759936039,0.0236673740768262,Up
COMP,11.765745161553475,1.8151130879433452,0.642318239078804,2.825878166789305,0.004715119414855861,0.023774806376114063,Up
LOC105602892,47.938495435964214,1.4461015844522216,0.5117825334664575,2.825617307916586,0.004718960531331149,0.023779066829783913,Up
